Hour,DayOfWeek,TransactionType_refund,Amount_scaled,IsFraud
21,5,1.0,-0.6629692459940553,0
7,5,1.0,1.3105212281665366,0
13,4,0.0,1.535935828412648,0
19,1,0.0,-0.8981175639846929,0
15,0,0.0,1.3882107160904442,0
18,2,1.0,0.6962432174571064,0
22,3,1.0,1.0110984819639999,0
12,4,1.0,0.15644478632705597,0
22,4,0.0,-1.2740373483589589,0
8,3,1.0,-1.3546871621211232,0
20,0,1.0,-1.2067124672926495,0
3,1,1.0,-1.2545283157855271,0
17,5,1.0,-0.3538405134365769,0
22,4,1.0,0.8282931618160801,0
10,4,1.0,-0.7557792740894814,0
21,1,0.0,-1.5149121982990117,0
19,3,0.0,0.7486555437737884,0
14,6,0.0,-1.426539192537273,0
18,6,0.0,1.5457458074785346,0
11,3,1.0,-1.4841858186382269,0
11,2,1.0,-1.1898725809668267,0
5,5,1.0,-0.5321533484716381,0
1,4,1.0,-1.438463690059058,0
13,3,1.0,0.5589797718560496,0
3,5,0.0,-0.3138518496542195,0
7,1,0.0,-1.7006085158112247,0
11,3,0.0,-0.903608379122631,1
1,3,1.0,1.624260304242612,0
15,5,1.0,1.1729943343644176,0
16,1,1.0,0.751969444829261,0
19,3,1.0,0.48488843173086704,0
0,5,0.0,-1.135297206262472,0
0,3,0.0,-0.7518206182261447,0
8,0,1.0,0.0633851757253598,0
6,2,0.0,0.45910517226370556,0
23,0,1.0,-1.5615979926662786,0
21,0,1.0,-0.5111121566236051,0
22,6,0.0,1.1954775584708992,0
6,1,1.0,-1.1109975761381372,0
10,5,0.0,-1.2606153557995545,0
18,0,1.0,-0.49911139778045993,1
11,0,1.0,1.1673717951259484,0
5,6,0.0,-1.5679900779657472,0
0,2,0.0,-0.1984199405043842,0
12,6,1.0,1.6913702670396336,0
22,0,1.0,1.0051778302874856,0
7,6,0.0,-1.5231206896163334,0
23,4,1.0,0.577116100644997,0
19,5,1.0,1.6630842496623763,0
1,4,1.0,1.319700318119353,0
21,1,0.0,-1.0072197834616274,0
21,0,0.0,-0.9534208876656682,0
20,2,1.0,-1.5924352978854057,0
22,6,0.0,-0.7912338556746021,0
10,0,1.0,-0.8223623404843775,0
15,4,0.0,-1.6968093154380048,0
1,5,0.0,0.49334650555445847,0
1,2,1.0,-0.353750386420424,0
1,4,1.0,-1.534282573924516,0
15,1,1.0,0.0673854286730748,0
1,6,1.0,-0.3107320683258457,0
19,5,1.0,1.5784688471894794,0
21,6,0.0,0.9282717541193701,0
4,5,0.0,-0.19761573020640313,0
7,6,1.0,-1.030368560918162,0
15,0,0.0,0.16056983052790583,0
2,1,1.0,0.5603108785561559,0
8,0,0.0,0.6308248694248032,0
0,2,1.0,0.3315130487806082,0
1,3,1.0,0.6970266292128978,0
0,2,0.0,-0.45659917754581786,0
0,1,0.0,0.4530943935710384,0
7,2,0.0,-1.3654400084329186,0
10,6,0.0,0.10625097117721756,0
20,4,0.0,0.10519717837296683,0
6,6,0.0,0.5187137941778368,0
21,5,1.0,-0.15135283953031592,0
8,1,1.0,-1.3525241137334505,0
1,6,1.0,-1.7054129790569206,0
2,2,0.0,1.0716083740396614,0
14,0,1.0,-1.3008397363933892,0
1,6,1.0,0.462523066030124,0
3,2,0.0,1.2248520328893888,0
5,4,1.0,-0.7785051478548364,0
19,4,1.0,-1.324265827745779,0
17,3,0.0,-0.29107051310969345,0
16,4,1.0,-0.6046293351534626,0
7,6,1.0,-1.3594361625876479,0
15,6,1.0,-1.2544589873115632,0
12,6,0.0,-1.5233772049699996,0
12,6,0.0,0.5561442372709278,0
1,6,1.0,-1.1960705465391963,0
6,0,0.0,0.0354180693283365,0
11,2,1.0,-0.1540497171675105,1
19,3,1.0,-0.04029555708760064,0
17,3,0.0,0.2549050850505372,0
11,0,1.0,-0.930639551121142,0
11,4,1.0,0.9802334453552869,0
17,3,1.0,-1.6550111784851906,0
10,1,1.0,0.7983640596058795,0
17,3,0.0,-0.7318886819615334,0
5,1,0.0,-0.029154471321607395,0
2,0,0.0,0.5417308475338399,0
1,6,1.0,-0.6011282472182875,0
10,4,0.0,-1.3321484752354706,0
5,1,0.0,-0.10858410394200779,0
21,5,1.0,-1.390557714550027,0
11,2,1.0,-0.06868556717580328,0
0,6,1.0,-1.1042033856896785,0
15,4,0.0,-0.2008325713983267,0
8,5,1.0,-1.4688850244344018,0
6,0,0.0,0.7073496389861176,0
12,1,1.0,1.6969373434989323,0
5,3,0.0,0.44805421351386543,0
8,5,1.0,-0.9690197943075379,0
5,6,1.0,-0.10637252562256046,0
10,3,0.0,-1.0049735409051983,0
11,0,1.0,-0.7145080335387926,0
19,4,1.0,0.4024568761878313,0
20,5,0.0,1.3850285391355026,0
3,4,1.0,-1.0786489101865977,0
4,6,0.0,1.330633418463454,0
16,5,0.0,1.4155261348322068,0
0,6,1.0,-0.2588327727164962,0
22,4,0.0,-0.5858621172514444,0
5,5,1.0,1.6730328856761914,0
1,4,1.0,0.32288858661950337,0
10,0,1.0,-0.0017766569532768905,0
13,2,1.0,-1.1185405141054057,0
7,2,1.0,-0.26159897882765426,0
19,3,1.0,-1.1985386402123097,0
7,1,1.0,-0.5126789801351884,0
8,4,0.0,1.4712246308147763,0
14,2,1.0,0.39406813083820375,0
13,3,1.0,0.21246912613725535,1
17,3,1.0,-0.40588539884125047,0
9,4,0.0,0.2909974885961254,0
14,2,1.0,-1.0397625691402659,0
12,2,0.0,-0.04886455646953414,0
13,0,0.0,-0.030922347407686082,0
17,1,1.0,0.2627807996928324,0
16,4,1.0,1.3829833491535688,0
21,0,0.0,1.116110321477066,0
23,2,1.0,1.0596422794334983,0
3,5,0.0,-1.6060098130875307,0
16,5,0.0,1.5952324721939417,0
18,3,1.0,-0.3098030667747298,0
9,1,0.0,1.1925934939540024,0
15,4,1.0,1.0846906570766426,0
12,3,1.0,-1.4569951911495989,1
23,2,0.0,1.1875879781338112,0
22,1,1.0,1.6098607802003175,0
1,2,1.0,0.4372805686598808,0
11,6,0.0,1.5217581554870376,0
20,2,0.0,1.3589818314672788,0
18,4,0.0,-0.7519038123949014,0
23,5,1.0,-1.1745163239838305,0
18,6,1.0,0.8702022243272368,0
10,0,0.0,1.5132723502738608,0
20,2,0.0,-0.31973090424635525,0
17,3,0.0,1.0526678349527332,0
10,5,0.0,1.6776570948895813,0
3,5,1.0,-1.3711041447557664,0
17,2,0.0,-1.6253455244760528,0
0,4,0.0,-0.36903038208205985,0
7,4,1.0,-0.46572280471946254,0
14,0,0.0,1.399649914294482,0
16,3,1.0,-0.3471988456308387,0
22,4,0.0,0.22362407759804137,0
19,6,0.0,-0.7401873002950081,0
16,3,1.0,-0.390917381312452,0
22,2,0.0,1.3126565451646237,0
10,6,0.0,1.668970237101909,0
9,0,1.0,-0.17441842281809383,0
19,0,1.0,1.5764444557497346,0
0,0,0.0,0.3353677119329991,0
14,4,1.0,1.4723685506351802,0
9,1,0.0,-0.5074793445878986,0
12,5,1.0,1.2813616720173353,0
17,6,1.0,0.11798828181930013,0
2,3,1.0,-1.4085553863910463,0
19,5,0.0,0.31976187244373316,0
7,4,1.0,1.4831699268787504,0
22,0,1.0,0.0071181862562869555,0
17,1,0.0,-0.7970019847083957,0
15,3,0.0,-1.0874189621430266,0
10,0,1.0,0.365012567399948,0
6,1,0.0,-1.3009853261887132,0
10,4,0.0,-1.3184006388484362,0
9,0,1.0,-0.9795299909604598,0
11,3,0.0,1.2790807652239242,0
1,0,1.0,-0.6184742314040466,0
2,0,0.0,1.3840926047369908,0
12,6,0.0,-0.9499821953570605,0
13,4,0.0,-0.19001039661256727,0
17,3,1.0,0.7206052432080086,0
12,3,0.0,1.5844380287977682,0
8,6,1.0,0.764469368684946,0
7,2,1.0,0.007152850493268699,0
20,1,0.0,0.47493979571705247,0
10,2,0.0,0.6838195549227817,0
1,4,1.0,-1.2768867486388737,0
9,4,1.0,-0.4048316060369997,0
16,1,0.0,1.4998642234092492,0
11,4,1.0,-0.33064320604826763,0
17,0,0.0,-0.727070353021045,0
6,6,1.0,-1.654692267504957,0
8,4,1.0,0.7282105768018444,0
21,5,1.0,1.654438988959083,0
0,2,0.0,-0.13813883239280325,0
19,6,1.0,-1.1037874148458953,0
0,3,1.0,-0.26944002923296767,0
14,4,0.0,1.4617820926608978,0
2,0,1.0,-0.3354268707517744,0
20,1,1.0,1.187775165013514,0
13,6,1.0,1.1090526828275449,0
20,6,0.0,1.0107726381363695,0
14,4,0.0,1.2393000868634583,0
15,1,0.0,-0.9528454613317681,0
12,4,0.0,1.428851067528062,0
9,0,1.0,0.5156078785442556,0
11,4,1.0,0.3020831115829476,0
15,4,1.0,1.2679119480683452,0
16,0,0.0,0.7437124235801648,0
19,0,1.0,-0.5094968031802469,0
12,5,0.0,-1.3292297464815919,0
21,4,1.0,-1.6451596023349253,0
2,1,0.0,0.5982058224248045,0
7,3,0.0,-1.5147388771141022,0
11,4,0.0,0.26837560754171613,0
14,3,1.0,0.8343940675249004,0
0,5,1.0,0.6084317723344745,0
5,6,0.0,1.3921069763272134,0
12,4,1.0,0.32645207018124595,0
13,2,0.0,0.5756047399125845,0
7,6,1.0,-1.3190869907406786,0
10,2,1.0,0.8229132722364844,0
20,6,1.0,-0.011309322123308346,0
19,2,0.0,1.0614032226721806,0
0,1,1.0,0.3789961205984596,0
12,0,1.0,-0.4197441607866271,0
18,4,0.0,-1.4312881930037977,0
20,1,1.0,0.03830906669262973,0
2,6,0.0,-1.6690779258524588,0
12,0,0.0,0.18042550547115704,0
6,3,0.0,1.4151933581571805,0
23,0,0.0,1.5399984769869304,0
2,0,0.0,-0.861886503491177,0
8,4,1.0,-1.1480259140822375,0
5,3,0.0,0.36990715766179677,0
0,2,1.0,1.0278690398158588,0
21,1,0.0,-0.6667407149776894,0
17,6,0.0,0.2718489640873059,0
14,5,0.0,0.421515273680498,0
1,6,1.0,1.6311307560124315,0
14,3,0.0,1.3988595696912938,0
14,1,1.0,-0.029085142847643596,0
4,0,1.0,0.8604685065827099,0
3,6,1.0,1.23893264595145,0
20,1,1.0,-0.1417161816493389,0
23,5,0.0,-0.9307366109846915,0
4,1,1.0,-0.5245757462673876,0
7,3,0.0,0.4683189264535032,0
21,1,0.0,0.9549840151376475,0
6,0,1.0,0.8643647668194794,0
3,1,1.0,1.531575067400321,0
22,3,1.0,-0.0723461106010955,0
17,0,1.0,-0.5241944396605863,0
6,0,0.0,-1.396048529687965,0
10,6,0.0,0.29671708769814426,0
8,6,0.0,0.7626390969723,0
21,1,0.0,0.3573517710269407,0
17,4,0.0,-0.9742748926339988,0
21,1,0.0,-0.57516473371882,0
4,0,0.0,0.5190812350898455,0
13,4,0.0,-1.375957137933237,0
16,6,1.0,-1.6508653357421514,0
23,1,1.0,-1.3641712973593798,0
0,2,0.0,0.2600561906660523,0
23,2,1.0,0.5974501420585986,0
23,4,1.0,-0.37972083276728774,0
18,2,0.0,0.9349134219251083,0
18,5,0.0,0.8354131960921691,0
23,3,1.0,-1.0602629988913808,0
2,0,0.0,-0.23579492081830378,0
9,1,1.0,-0.3872707035819527,0
4,3,0.0,-1.3766573555202721,0
11,6,0.0,-1.1576972362001967,0
4,0,1.0,0.3629396460284282,0
15,4,0.0,0.1899651034885847,0
16,1,0.0,-1.4767399405345079,0
12,2,0.0,-0.49377310528524243,0
5,3,0.0,0.3775610211874075,0
23,0,0.0,-1.1671675057436608,0
8,1,0.0,-0.8708922722590831,0
6,1,0.0,-1.2908495032951963,0
21,3,1.0,-1.3799712565757447,0
6,2,0.0,-0.7997681908195539,0
14,5,1.0,0.553246307059238,0
1,2,1.0,-1.5228295100256852,0
7,5,0.0,-0.8448386317434626,0
20,0,1.0,-0.547218425863986,0
22,1,0.0,1.4893609596037232,0
4,4,0.0,-1.0960018272197531,0
22,2,0.0,0.8799706063087452,0
2,5,1.0,0.9871524270568807,0
5,5,0.0,-1.3269211082985952,0
3,6,1.0,-0.07638102778579225,0
10,6,0.0,1.2344678922281767,0
10,3,1.0,0.972683574540622,0
4,2,0.0,0.22691024726392842,0
17,6,1.0,1.309827943426898,0
19,6,1.0,1.1397374654039518,0
12,0,1.0,1.1495474444698386,0
19,4,0.0,0.4993156871627473,0
4,4,1.0,-0.8944708862541936,0
23,2,1.0,-0.5282848196244545,0
8,5,1.0,-0.5984383024284895,0
0,0,0.0,0.8260677178018401,0
7,6,0.0,0.32302031072003473,0
7,5,0.0,-1.3044101528025283,0
14,1,0.0,-1.2120230283982814,0
0,6,0.0,0.35850955654213734,0
6,2,1.0,-0.17540288714838076,0
9,0,0.0,0.2628778595563817,0
16,4,0.0,0.08441250187860004,0
3,0,0.0,-1.4729476730086843,0
3,3,0.0,1.1115069108058657,0
22,2,1.0,0.6379171723113066,1
21,0,0.0,1.6139442273167894,0
6,6,0.0,1.4398188321091452,0
19,4,0.0,-0.4132758141657985,0
2,5,1.0,0.8042015171136371,0
6,2,1.0,-0.31685377257685493,0
19,4,1.0,0.7468876676877096,0
19,2,0.0,1.5601106672838476,0
20,5,0.0,-0.14646518211586362,0
20,4,1.0,-1.7236533005568133,0
19,6,0.0,1.592923834010945,0
17,0,1.0,-1.510163197832487,0
9,3,1.0,-1.2304644024726696,0
7,0,0.0,-0.4897589866427345,0
4,4,1.0,-1.6343096961595804,0
21,1,1.0,-1.2651286394546022,0
11,0,1.0,-1.1714104083502492,0
13,1,1.0,-1.1936232514082716,0
14,6,1.0,0.8174432556407352,0
19,2,0.0,-0.7164214994201952,0
5,4,1.0,0.32007385057657045,0
9,0,0.0,0.43492340054510936,0
21,1,1.0,-1.6928367938798754,0
7,3,1.0,1.6668695843408035,0
19,6,1.0,0.6984062658447789,0
12,0,0.0,-0.19634008628546823,0
0,6,0.0,0.7601571376043937,0
3,0,0.0,1.040985987089822,0
23,6,0.0,-0.4994788386924684,0
13,0,0.0,-0.059395551664645295,0
21,2,1.0,0.08751841751218122,0
10,0,1.0,0.5205232673482938,0
21,5,0.0,-1.2090765682548172,0
6,2,0.0,0.971532721872822,0
22,1,0.0,-0.7870256173049954,0
3,0,1.0,-1.5864037206505497,0
20,2,1.0,1.044230559671331,0
4,2,0.0,0.16509004703034982,0
4,6,0.0,0.8239254679563569,0
7,1,0.0,1.6315605925510075,0
19,4,0.0,-0.8307510858340053,0
2,6,1.0,1.4983944597612153,0
1,0,0.0,0.7846231560662417,0
19,4,0.0,0.7206260417501978,0
13,3,1.0,-1.2450233820050813,0
4,3,1.0,-1.1131536916784135,0
16,3,1.0,-1.6232934016467224,0
4,1,0.0,-0.24669335692542324,0
17,5,0.0,-0.06449119450098932,0
21,3,1.0,0.2284493393859264,0
6,1,0.0,-1.309360205843548,0
17,1,0.0,0.48294030161248247,0
20,4,1.0,-0.08739732229865033,0
19,6,0.0,0.542590520610992,0
9,0,1.0,0.34789536717826963,0
1,4,0.0,-1.26419270505609,0
0,5,0.0,0.8028704104135308,0
19,4,1.0,-0.6607923319115898,0
21,6,0.0,-0.23449154550778303,0
5,6,1.0,1.4882517040203018,0
19,3,1.0,-0.7952549071645063,0
0,0,0.0,1.4913922838908646,0
7,3,0.0,1.5021312645078673,0
16,5,0.0,0.567846883676028,0
12,6,1.0,-0.6477655116537796,0
14,0,1.0,-0.3786947713526227,0
4,5,0.0,1.5779974135665251,0
16,0,1.0,1.2128443411988474,0
23,3,1.0,-0.88070225132497,0
2,2,0.0,-0.7885369780374077,0
12,3,0.0,-0.8446514448637602,0
16,2,0.0,-0.011940211236379734,0
19,1,0.0,0.2894514636267312,0
6,5,1.0,-1.443455340184456,0
15,3,1.0,-0.9962173546435621,0
17,1,1.0,0.7468391377559351,0
13,0,1.0,-1.3950848638998674,0
16,0,0.0,0.9540896778235136,0
4,2,1.0,-0.039470548247430605,0
11,6,0.0,-1.6874985013846577,0
14,2,0.0,-0.6220169164236,0
2,3,0.0,1.5709120435274178,0
2,3,1.0,-0.41105037015155843,0
7,0,0.0,0.6859618047682653,1
13,6,1.0,0.9602529791589012,0
8,4,1.0,-1.64908359396128,0
9,0,0.0,-0.358326065702039,0
16,6,0.0,1.4703302935006424,0
19,6,0.0,1.4321580357361385,0
0,0,0.0,-0.9601457496401631,0
10,6,0.0,-1.2169800142866978,0
17,3,0.0,1.5336549216192368,1
2,4,0.0,-0.10378657354370828,0
21,0,1.0,1.3426549758487885,0
18,1,0.0,0.736557725067094,0
12,1,0.0,1.3946028013899128,0
1,1,1.0,-1.5433576711663857,0
12,4,0.0,-1.4492234692182495,0
5,1,1.0,-0.9618442972522778,0
6,6,0.0,-0.7515987671094604,0
0,2,1.0,1.3890426577780104,0
17,5,1.0,0.9770789997899312,0
2,6,0.0,-1.393663630183608,0
23,3,0.0,1.482629164781832,0
17,3,0.0,0.7446552908260734,0
14,2,1.0,-1.3439897785884989,0
17,0,0.0,-0.6241037034899123,0
6,3,0.0,0.763103597747858,0
6,2,1.0,-0.7037690529217898,0
14,6,0.0,-1.3242866262879684,0
13,4,0.0,-0.3523083541619755,0
3,6,0.0,1.6160448800778944,0
3,2,0.0,1.571016036238364,0
7,1,1.0,1.659992199723588,0
16,4,0.0,0.604022481390373,0
17,3,1.0,1.4818942829578152,0
4,5,1.0,-0.1722900386674034,0
13,5,1.0,-1.2485314027876528,0
21,2,0.0,-1.6628175646535217,0
11,2,0.0,1.568423151312115,0
16,6,1.0,-1.3914936489485392,0
6,5,1.0,-1.0527685908558868,0
15,6,1.0,-1.1585014464981778,0
13,6,1.0,-1.2627784041872272,0
19,6,0.0,0.12490726352089389,0
13,0,0.0,1.1434396059136218,0
23,6,1.0,0.3884317259049414,0
13,2,0.0,-1.1954257917313322,0
23,6,0.0,-1.6818274322144136,0
3,0,0.0,1.285264865101501,0
22,4,1.0,-0.0028651139945096867,0
17,5,0.0,-0.8161435763698187,0
4,4,1.0,1.0085610598169223,0
15,2,0.0,1.0914432504407232,0
7,0,0.0,0.1750594815863537,0
9,4,0.0,1.2530687217926817,0
17,0,0.0,0.9549077538162871,0
22,5,1.0,0.04147737795277848,0
4,1,1.0,-0.5230782512297681,0
8,2,0.0,-0.12278257540980739,0
17,2,1.0,-1.5889272771028342,0
11,4,1.0,1.2939031929573988,0
9,6,1.0,-1.5107524898611797,0
18,1,1.0,-1.1204747785289977,0
17,1,0.0,-0.4971286034250934,0
8,6,1.0,0.6355877355861206,0
0,4,0.0,-1.3521844042110276,0
12,2,1.0,0.8036191579323405,0
7,3,0.0,-1.6433986590962433,0
18,4,1.0,1.0130674106245736,0
9,1,0.0,1.324657304007769,0
13,0,0.0,-1.2484759400084817,0
12,3,1.0,-0.1902877105084228,0
7,2,0.0,-0.9029497586199743,0
8,1,0.0,-0.25680838127675126,0
4,5,1.0,-0.8588429834841634,0
22,3,1.0,-1.080950615522198,0
21,5,0.0,1.0697503709374299,0
19,3,0.0,-0.30374375815028815,0
15,4,1.0,-0.6221971704559061,0
20,3,0.0,0.7784459890360611,0
20,2,1.0,-0.810909276585547,0
8,4,1.0,-0.5512048131169083,0
2,0,1.0,-0.694714754222109,0
23,3,1.0,-1.1731713515889315,0
6,6,1.0,-0.8429390315568527,0
8,4,0.0,-1.1687967248818116,0
18,3,0.0,0.8505406691110846,0
9,4,1.0,-1.557999844867554,0
14,0,0.0,0.7172566779155539,0
8,3,1.0,1.114023534410754,0
16,6,1.0,0.9117438459263846,0
2,0,0.0,-0.4435168945088366,0
0,6,0.0,-1.3117381725005088,0
4,0,0.0,0.3908582224936767,0
22,2,1.0,0.9389275405676161,0
20,4,0.0,-0.7398337250777924,0
7,2,1.0,1.1824022082813144,0
16,1,0.0,-0.6726128367224288,0
6,6,1.0,-0.7366584809702474,0
19,3,0.0,-1.0115112159999908,0
15,6,1.0,-0.23239782559407432,0
9,1,1.0,1.5935963202083947,0
9,3,0.0,-1.073934573957055,0
10,4,0.0,-1.0648178796308065,0
11,5,1.0,-0.05683039812798241,0
3,1,1.0,1.4811316697442125,0
18,4,0.0,-0.9601110854031811,0
0,2,0.0,0.5779341766377705,0
23,5,0.0,-0.7595646087679084,0
5,2,0.0,1.5198446896056348,0
1,0,0.0,1.4305842793771586,0
2,3,1.0,-0.8854720503336839,0
5,4,0.0,-0.35500523179916993,0
12,2,1.0,-1.0239903413134865,0
20,5,1.0,-0.6156525625137172,0
18,3,0.0,1.5892632905856532,0
13,4,1.0,-0.7061678181209395,0
1,6,0.0,-0.26740177209842997,0
8,5,0.0,0.4417522552305503,0
8,2,1.0,1.2575958711425226,0
11,5,0.0,-1.4629366413683023,0
1,2,0.0,-1.3151976633513056,0
15,4,1.0,0.4108941514692338,0
14,1,0.0,-0.9225281196673698,0
18,5,0.0,1.6423481030997844,0
19,4,1.0,-0.6226339398418784,0
20,5,1.0,1.0263368805412572,0
22,3,0.0,-1.041468049599777,0
4,1,0.0,-0.7896115693838476,0
8,5,1.0,-1.7222875296197253,0
19,2,1.0,-1.3627292651009315,0
0,6,0.0,-1.1289051209630037,0
16,1,0.0,0.41375048459654495,0
14,2,1.0,0.13712294063332683,0
20,0,1.0,1.248049340277698,0
13,3,1.0,1.2334002337291332,0
12,0,1.0,0.35708138997848177,0
2,2,1.0,-1.1919108381013643,0
0,3,0.0,-0.8651241432252895,0
14,2,1.0,0.8625968907334006,0
1,2,1.0,-0.8177173327287987,0
11,3,0.0,1.2825125246851354,0
6,0,0.0,1.7010901190893677,0
15,2,0.0,-1.3993069679642667,0
17,5,0.0,-1.131082035045469,0
18,4,0.0,1.4064025076585622,0
9,1,1.0,-0.36401100056707597,0
20,1,0.0,0.920985331505768,0
4,6,1.0,1.162789182996937,0
10,1,0.0,1.5126553268555822,0
5,6,0.0,1.3622887996753548,0
9,3,1.0,1.0025225497346697,0
12,5,1.0,1.3628018303826879,0
11,5,1.0,-1.7142384937925206,0
16,2,1.0,0.7344917365429708,0
11,6,0.0,1.0708388279786623,0
17,6,1.0,0.12483100219953354,0
22,3,1.0,-0.5963861795991592,0
16,1,1.0,0.14964366303120086,0
23,0,1.0,0.38796029228198725,0
4,0,0.0,0.02384021417637115,0
14,6,0.0,-0.25732141198408404,0
16,5,1.0,1.1593296921461396,0
7,0,0.0,-1.4189754560278154,0
15,4,1.0,1.58339810168831,0
4,6,1.0,0.38831386749920277,0
16,1,1.0,-0.9516044816478149,0
9,4,0.0,-0.9030745498731093,0
13,4,1.0,-0.38840075770756377,0
5,1,0.0,-0.41278358200065507,0
14,0,1.0,1.3132042401089388,0
0,6,0.0,0.954131274907892,0
8,3,0.0,-0.5049488552882174,0
9,4,0.0,-0.11659847553223056,0
21,6,1.0,0.8402176593378652,0
8,2,1.0,-0.3365222606404034,0
20,5,1.0,0.0072776417464038585,0
14,6,1.0,-0.7152706467523949,0
7,0,0.0,-1.1735179939587508,0
1,3,0.0,0.5408919729988775,0
6,2,0.0,-0.4225242325925781,0
22,3,0.0,0.4765343506182212,0
2,4,0.0,-0.633657167202133,0
14,2,0.0,1.0630393746577274,0
5,5,0.0,0.01786409972068605,0
5,4,0.0,-0.28704946161978917,0
16,1,0.0,0.267439673143204,0
12,2,0.0,-0.9524156247931922,0
0,5,0.0,-0.15529762969885988,0
16,1,1.0,0.0257606129051702,0
14,4,1.0,-1.530684426125791,0
13,3,1.0,-0.22704566740406407,0
14,3,1.0,1.4522286289486774,0
22,3,0.0,0.3559374701580779,0
12,6,0.0,-0.40863080641021954,0
4,2,0.0,1.1001717053127735,0
3,2,1.0,1.5243233090237005,0
12,2,0.0,-0.531557123595549,0
23,4,1.0,1.4201295455034078,0
11,6,1.0,0.01653299302057979,0
8,0,1.0,-1.4089297601504513,0
18,0,1.0,-0.27280246022021504,0
21,0,0.0,-1.5255818504420509,0
14,1,0.0,1.4888271303542018,0
19,6,0.0,1.5866981370489903,0
21,5,1.0,0.8106559980396728,0
4,5,0.0,0.9895511922560304,0
10,5,1.0,0.8437118144256439,0
6,0,1.0,1.007174490337645,0
19,0,1.0,-1.6447366986437457,0
18,3,0.0,-0.5121382180382701,0
12,0,0.0,-1.1654966895211316,0
9,4,0.0,-0.5900010271470872,0
8,2,0.0,-1.4436355942167622,0
6,4,0.0,0.4558190025978185,0
22,0,0.0,-0.42743268854921984,0
6,6,1.0,1.5641039873841664,0
6,3,1.0,-0.4527861114778053,0
15,5,1.0,-0.9185763966514295,0
2,4,0.0,-0.5780557310831133,0
1,6,0.0,1.0931348652054416,0
9,0,1.0,-0.3768159697082019,0
5,5,1.0,-1.4235303367672414,0
22,0,1.0,1.4203028666883173,0
2,1,0.0,0.6776701192821869,0
16,3,1.0,0.7849074028094934,0
16,5,1.0,1.3234024586290227,0
3,0,0.0,-1.2797014846818067,0
2,5,1.0,1.316545872553997,0
9,3,0.0,0.10040658082206384,0
11,2,0.0,1.2212677507854568,0
13,1,0.0,0.09237834353704831,0
5,4,0.0,-0.507777457025943,0
7,1,1.0,-1.3069822391865877,0
10,6,0.0,-1.666942608854372,0
22,1,1.0,1.45281792097737,0
21,6,1.0,-1.6823335300743498,0
1,5,0.0,-0.2588466384112889,0
2,6,0.0,0.29932383831918574,0
4,1,1.0,-0.41498822747270603,0
9,4,1.0,-0.37807081508694784,0
13,3,0.0,-1.1675418795030656,0
5,2,0.0,0.7440937301869661,0
18,6,1.0,-0.6409089255787532,0
0,1,0.0,1.3925298800183927,0
18,5,1.0,-0.7442776802588763,0
14,5,0.0,-0.26737404070884446,0
4,6,0.0,-1.6922336361563899,0
0,6,1.0,-0.18309141491097353,0
7,0,1.0,-0.973595473589153,0
15,3,1.0,1.4669401311238097,0
9,5,1.0,-0.5937586304359286,0
8,1,1.0,1.1209494489597442,0
5,2,1.0,-0.6551836583679131,0
23,1,0.0,0.983422555157625,0
18,0,1.0,0.695612328344035,0
17,0,1.0,-1.4166598849974221,0
22,0,1.0,-0.6301352807247687,1
10,4,1.0,0.8631168542881297,0
10,4,1.0,-0.6300867507929939,0
8,3,0.0,1.3109649303999056,0
14,1,1.0,0.928160828561028,0
18,4,0.0,1.3668436804147812,0
8,5,1.0,-0.5325970507050068,0
1,1,0.0,-0.5525151212748252,0
15,4,0.0,-0.24740050735985497,0
17,1,1.0,-0.6912413976765194,0
12,5,0.0,-0.9852703886046678,0
10,4,0.0,1.4329206489497408,0
21,6,0.0,-1.0631123991712956,0
10,4,0.0,1.2504689040190369,0
16,5,0.0,0.5545150181327767,0
19,6,1.0,0.03416322394959058,0
0,0,0.0,-0.9427096384382511,0
23,6,1.0,-1.2106225932242114,0
11,5,1.0,0.46175351996912534,0
15,1,1.0,-0.4700627671896005,0
16,2,0.0,-0.5615278228901277,0
4,3,0.0,0.45694212387603306,0
19,1,1.0,0.04115153412514814,0
18,3,0.0,-1.353252062710071,0
4,5,1.0,1.5701910273981936,0
4,0,0.0,-0.7575540830229563,0
2,5,1.0,0.8305740686094913,0
6,4,1.0,-0.6968639369149888,0
19,4,1.0,-0.35023543279045594,0
0,4,0.0,-0.7105285791332666,0
1,5,0.0,-0.7782347668063774,0
11,4,1.0,0.4344727654643445,0
23,6,1.0,1.5750509534230608,0
22,3,1.0,0.08184734834193716,0
5,3,0.0,1.2785954659061773,0
7,1,0.0,-0.40196834006229215,0
3,5,0.0,-1.14821310096194,0
19,1,0.0,-1.4543953733759538,0
18,6,1.0,0.20294339381462043,0
0,4,0.0,1.6453500260224199,0
14,2,1.0,1.2547118066256253,0
12,5,1.0,0.2654707444826304,0
0,3,1.0,-0.5772445879377359,0
11,3,0.0,-0.22615826293732647,0
2,2,0.0,-1.4647253159965699,0
6,0,0.0,-0.7470716177596199,0
6,5,1.0,1.076912002297897,0
22,2,1.0,-1.4793536240029452,0
23,5,0.0,-0.1763665529364787,0
7,4,0.0,0.5719441964872927,0
15,3,0.0,-0.9704410280237971,0
5,5,0.0,-1.2223183067819154,0
2,6,1.0,-1.22839148110115,0
